,numords,totdol,last,buyer,buyerdummy,dollars
83922,1,26,155,no,0,0
83923,3,120,870,no,0,0
83924,12,1491,119,no,0,0
83925,10,383,641,no,0,0
83926,2,128,1110,no,0,0
83927,13,1543,93,no,0,0
83928,6,459,62,no,0,0
83929,1,69,947,no,0,0
83930,1,52,674,no,0,0
83931,2,198,459,no,0,0
83932,3,173,354,no,0,0
83933,5,285,312,no,0,0
83934,1,24,465,no,0,0
83935,1,99,87,no,0,0
83936,37,2651,231,no,0,0
83937,3,267,575,no,0,0
83938,2,123,421,no,0,0
83939,1,99,528,no,0,0
83940,1,119,794,no,0,0
83941,2,205,554,no,0,0
83942,2,114,123,no,0,0
83943,29,730,136,no,0,0
83944,3,317,45,no,0,0
83945,2,196,1092,no,0,0
83946,4,264,149,no,0,0
83947,4,302,407,no,0,0
83948,2,498,417,no,0,0
83949,2,203,135,no,0,0
83950,6,859,949,no,0,0
83951,5,425,683,no,0,0
83952,4,332,751,no,0,0
83953,2,134,344,no,0,0
83954,2,98,57,no,0,0
83955,2,479,319,no,0,0
83956,3,395,354,no,0,0
83957,3,204,2,no,0,0
83958,2,335,849,no,0,0
83959,5,233,547,no,0,0
83960,1,99,982,no,0,0
83961,2,166,514,no,0,0
83962,4,266,156,no,0,0
83963,2,110,913,no,0,0
83964,1,139,616,no,0,0
83965,1,19,569,no,0,0
83966,4,414,165,no,0,0
83967,3,147,605,no,0,0
83968,9,1140,597,no,0,0
83969,2,118,315,no,0,0
83970,2,159,380,no,0,0
83971,16,2002,192,no,0,0
83972,1,79,413,no,0,0
83973,6,244,613,no,0,0
83974,2,187,858,no,0,0
83975,1,234,403,no,0,0
83976,6,716,115,no,0,0
83977,1,169,1110,no,0,0
83978,3,245,676,no,0,0
83979,1,199,767,no,0,0
83980,1,39,722,no,0,0
83981,1,53,553,no,0,0
83982,1,139,583,no,0,0
83983,6,333,197,no,0,0
83984,3,154,10,no,0,0
83985,1,99,308,no,0,0
83986,12,838,422,no,0,0
83987,4,606,410,no,0,0
83988,3,169,501,no,0,0
83989,1,19,1078,no,0,0
83990,3,352,913,no,0,0
83991,4,411,735,no,0,0
83992,9,615,312,no,0,0
83993,2,68,529,no,0,0
83994,1,159,197,no,0,0
83995,6,361,324,no,0,0
83996,11,643,513,no,0,0
83997,3,257,10,no,0,0
83998,2,608,1033,no,0,0
83999,2,158,904,no,0,0
84000,2,48,665,no,0,0
84001,1,49,750,no,0,0
84002,3,167,172,no,0,0
84003,1,104,539,no,0,0
84004,1,39,316,no,0,0
84005,1,179,154,no,0,0
84006,1,71,899,no,0,0
84007,2,318,102,no,0,0
84008,1,89,472,no,0,0
84009,4,244,156,no,0,0
84010,2,108,323,no,0,0
84011,1,129,249,no,0,0
84012,2,106,112,no,0,0
84013,1,49,95,no,0,0
84014,15,1820,375,no,0,0
84015,4,336,273,no,0,0
84016,7,272,743,no,0,0
84017,9,345,386,no,0,0
84018,5,301,378,no,0,0
84019,6,494,746,no,0,0
84020,2,148,457,no,0,0
84021,4,436,617,no,0,0
84022,2,73,497,no,0,0
84023,7,364,123,no,0,0
84024,2,176,984,no,0,0
84025,7,998,102,no,0,0
84026,1,39,807,no,0,0
84027,2,88,15,no,0,0
84028,1,149,714,no,0,0
84029,1,39,654,no,0,0
84030,2,148,529,no,0,0
84031,2,285,417,no,0,0
84032,1,49,528,no,0,0
84033,1,44,517,no,0,0
84034,1,44,513,no,0,0
84035,1,59,423,no,0,0
84036,1,25,400,no,0,0
84037,1,39,319,no,0,0
84038,1,12,200,no,0,0
84039,2,48,168,no,0,0
84040,1,129,93,no,0,0
84041,1,49,59,no,0,0
84042,1,169,18,no,0,0
84043,6,691,81,no,0,0
84044,1,139,536,no,0,0
84045,14,945,675,no,0,0
84046,10,1166,1082,no,0,0
84047,8,563,395,no,0,0
84048,7,721,253,no,0,0
84049,2,423,1050,no,0,0
84050,6,329,305,no,0,0
84051,2,57,520,no,0,0
84052,1,139,1103,no,0,0
84053,1,19,948,no,0,0
84054,3,78,149,no,0,0
84055,4,414,270,no,0,0
84056,1,144,647,no,0,0
84057,1,209,256,no,0,0
84058,1,129,212,no,0,0
84059,1,49,324,no,0,0
84060,3,142,792,no,0,0
84061,1,129,893,no,0,0
84062,1,35,518,no,0,0
84063,1,59,669,no,0,0
84064,10,424,81,no,0,0
84065,2,133,989,no,0,0
84066,1,19,1047,no,0,0
84067,3,117,16,no,0,0
84068,1,24,582,no,0,0
84069,1,49,58,no,0,0
84070,4,664,1113,no,0,0
84071,2,158,312,no,0,0
84072,4,581,627,no,0,0
84073,3,303,106,no,0,0
84074,3,820,172,no,0,0
84075,1,79,583,no,0,0
84076,1,99,557,no,0,0
84077,1,174,305,no,0,0
84078,4,300,511,no,0,0
84079,2,216,1074,no,0,0
84080,8,1137,365,no,0,0
84081,1,39,764,no,0,0
84082,3,507,421,no,0,0
84083,2,459,767,no,0,0
84084,2,28,980,no,0,0
84085,2,108,73,no,0,0
84086,13,1343,95,no,0,0
84087,5,822,214,no,0,0
84089,1,39,379,no,0,0
84090,7,629,567,no,0,0
84091,1,49,723,no,0,0
84092,2,88,583,no,0,0
84093,6,374,51,no,0,0
84094,1,71,522,no,0,0
84095,5,280,101,no,0,0
84096,58,2121,60,no,0,0
84097,2,435,58,no,0,0
84098,2,348,179,no,0,0
84099,2,160,778,no,0,0
84100,3,72,654,no,0,0
84101,1,39,617,no,0,0
84102,2,690,431,no,0,0
84103,2,60,154,no,0,0
84104,1,9,396,no,0,0
84105,1,79,24,no,0,0
84106,12,532,807,no,0,0
84107,1,39,813,no,0,0
84108,1,199,353,no,0,0
84109,1,64,10,no,0,0
84110,9,1163,189,no,0,0
84111,7,588,1002,no,0,0
84112,1,14,298,no,0,0
84113,1,77,808,no,0,0
84114,56,6539,32,no,0,0
84115,15,835,1080,no,0,0
84116,15,845,459,no,0,0
84117,1,193,140,no,0,0
84118,1,26,65,no,0,0
84119,1,107,833,no,0,0
84120,1,89,858,no,0,0
84121,1,79,744,no,0,0
84122,7,182,284,no,0,0
84123,4,126,720,no,0,0
84124,2,236,850,no,0,0
84125,1,159,1082,no,0,0
84126,1,9,963,no,0,0
84127,1,313,738,no,0,0
84128,5,380,135,no,0,0
84129,37,1409,16,no,0,0
84130,8,225,843,no,0,0
84131,3,236,616,no,0,0
84132,14,600,240,no,0,0
84133,3,235,133,no,0,0
84134,2,88,1,no,0,0
84135,8,318,753,no,0,0
84136,17,2932,613,no,0,0
84137,2,158,590,no,0,0
84138,2,73,288,no,0,0
84139,5,113,450,no,0,0
84140,1,117,913,no,0,0
84141,1,249,428,no,0,0
84142,1,29,389,no,0,0
84143,1,19,527,no,0,0
84144,4,199,982,no,0,0
84145,1,69,931,no,0,0
84146,2,323,913,no,0,0
84147,2,117,284,no,0,0
84148,9,433,638,no,0,0
84149,6,840,149,no,0,0
84150,1,35,871,no,0,0
84151,2,1020,521,no,0,0
84152,1,38,141,no,0,0
84153,15,574,858,no,0,0
84154,22,1641,53,no,0,0
84155,1,124,998,no,0,0
84156,1,39,639,no,0,0
84157,1,99,623,no,0,0
84158,1,129,308,no,0,0
84159,1,34,116,no,0,0
84160,1,79,51,no,0,0
84161,1,49,679,no,0,0
84162,3,199,459,no,0,0
84163,1,49,1050,no,0,0
84164,4,364,43,no,0,0
84165,1,219,21,no,0,0
84166,31,1828,358,no,0,0
84167,55,2663,98,no,0,0
84168,19,1589,366,no,0,0
84169,7,433,102,no,0,0
84170,2,324,679,no,0,0
84171,2,258,1108,no,0,0
84172,1,145,819,no,0,0
84173,1,149,562,no,0,0
84174,1,49,410,no,0,0
84175,2,53,22,no,0,0
84176,1,108,826,no,0,0
84177,2,328,248,no,0,0
84178,12,518,108,no,0,0
84179,3,203,920,no,0,0
84180,1,199,449,no,0,0
84181,1,89,53,no,0,0
84182,3,121,249,no,0,0
84183,1,109,1114,no,0,0
84184,1,40,861,no,0,0
84185,5,409,207,no,0,0
84186,1,79,599,no,0,0
84187,1,39,380,no,0,0
84188,1,179,378,no,0,0
84189,1,104,350,no,0,0
84190,1,29,74,no,0,0
84191,1,149,9,no,0,0
84192,4,188,578,no,0,0
84193,3,329,368,no,0,0
84194,3,206,514,no,0,0
84195,2,238,760,no,0,0
84196,1,199,1025,no,0,0
84197,3,186,870,no,0,0
84198,3,57,799,no,0,0
84199,2,94,710,no,0,0
84200,5,283,31,no,0,0
84201,1,99,52,no,0,0
84202,1,19,45,no,0,0
84203,1,49,42,no,0,0
84204,14,786,172,no,0,0
84205,5,157,7,no,0,0
84206,9,514,270,no,0,0
84207,4,530,540,no,0,0
84208,1,27,952,no,0,0
84209,1,154,892,no,0,0
84210,1,49,683,no,0,0
84211,1,244,570,no,0,0
84212,3,132,84,no,0,0
84213,2,241,1759,no,0,0
84214,14,391,478,no,0,0
84215,20,1009,764,no,0,0
84216,22,1122,611,no,0,0
84217,5,385,32,no,0,0
84219,5,170,142,no,0,0
84220,3,224,833,no,0,0
84221,1,149,280,no,0,0
84223,7,887,821,no,0,0
84225,2,178,353,no,0,0
84226,1,55,267,no,0,0
84227,1,11,149,no,0,0
84228,1,44,30,no,0,0
84229,6,432,214,no,0,0
84230,5,268,905,no,0,0
84231,2,253,458,no,0,0
84232,1,133,644,no,0,0
84233,1,49,451,no,0,0
84234,1,209,407,no,0,0
84235,6,583,80,no,0,0
84236,1,71,745,no,0,0
84237,3,215,133,no,0,0
84238,15,1275,295,no,0,0
84239,2,136,1051,no,0,0
84240,9,1238,9,no,0,0
84241,1,179,893,no,0,0
84242,1,89,389,no,0,0
84243,5,191,262,no,0,0
84244,1,89,487,no,0,0
84245,2,168,95,no,0,0
84246,7,456,941,no,0,0
84247,4,176,645,no,0,0
84248,2,214,870,no,0,0
84249,2,183,963,no,0,0
84250,7,649,154,no,0,0
84251,4,495,358,no,0,0
84252,1,79,812,no,0,0
84253,1,39,276,no,0,0
84254,1,26,123,no,0,0
84255,1,119,84,no,0,0
84256,9,826,535,no,0,0
84257,1,25,375,no,0,0
84258,2,248,690,no,0,0
84259,8,469,170,no,0,0
84260,1,134,870,no,0,0
84261,4,266,611,no,0,0
84262,4,456,142,no,0,0
84263,1,278,457,no,0,0
84264,2,158,25,no,0,0
84265,2,118,14,no,0,0
84266,4,185,426,no,0,0
84267,1,99,815,no,0,0
84268,1,19,275,no,0,0
84269,2,97,134,no,0,0
84270,1,53,127,no,0,0
84271,5,688,486,no,0,0
84272,1,109,1002,no,0,0
84273,1,259,667,no,0,0
84274,1,26,507,no,0,0
84275,51,4393,1,no,0,0
84276,18,390,16,no,0,0
84277,2,150,304,no,0,0
84278,1,39,576,no,0,0
84279,2,68,60,no,0,0
84280,15,388,329,no,0,0
84281,9,728,158,no,0,0
84282,11,558,534,no,0,0
84283,3,332,427,no,0,0
84284,1,25,883,no,0,0
84285,1,184,360,no,0,0
84286,47,3174,1094,no,0,0
84287,50,4883,744,no,0,0
84288,3,262,416,no,0,0
84289,20,1478,101,no,0,0
84290,4,330,843,no,0,0
84291,4,306,275,no,0,0
84292,2,187,834,no,0,0
84293,31,2214,102,no,0,0
84295,1,25,498,no,0,0
84297,9,726,246,no,0,0
84298,6,654,445,no,0,0
84299,4,386,262,no,0,0
84300,8,581,102,no,0,0
84301,1,9,1103,no,0,0
84302,2,153,361,no,0,0
84303,3,257,477,no,0,0
84304,1,29,728,no,0,0
84305,2,387,526,no,0,0
84306,1,89,511,no,0,0
84307,2,98,63,no,0,0
84308,1,299,197,no,0,0
84309,1,39,70,no,0,0
84310,35,1295,207,no,0,0
84311,4,235,449,no,0,0
84312,14,913,380,no,0,0
84313,5,483,393,no,0,0
84314,4,121,1040,no,0,0
84315,2,368,1004,no,0,0
84316,1,109,1087,no,0,0
84317,2,255,661,no,0,0
84318,1,69,777,no,0,0
84319,1,259,602,no,0,0
84320,2,217,49,no,0,0
84321,1,39,549,no,0,0
84322,7,283,156,no,0,0
84323,2,218,32,no,0,0
84324,28,2287,506,no,0,0
84325,4,265,172,no,0,0
84326,8,457,449,no,0,0
84327,1,369,975,no,0,0
84328,1,249,813,no,0,0
84329,3,288,177,no,0,0
84330,62,2595,102,no,0,0
84331,3,315,1045,no,0,0
84332,11,932,249,no,0,0
84333,2,48,977,no,0,0
84334,1,289,939,no,0,0
84335,4,200,518,no,0,0
84336,2,159,347,no,0,0
84337,1,49,445,no,0,0
84338,1,19,284,no,0,0
84339,4,155,301,no,0,0
84340,1,59,50,no,0,0
84341,27,1396,143,no,0,0
84342,5,676,51,no,0,0
84343,13,1119,583,no,0,0
84345,1,219,778,no,0,0
84346,1,65,645,no,0,0
84347,1,373,512,no,0,0
84348,2,236,32,no,0,0
84349,1,47,149,no,0,0
84350,7,533,18,no,0,0
84351,5,154,224,no,0,0
84352,6,603,982,no,0,0
84353,1,9,571,no,0,0
84354,3,400,53,no,0,0
84355,1,54,1047,no,0,0
84356,4,116,217,no,0,0
84357,2,178,273,no,0,0
84358,1,59,319,no,0,0
84359,37,2073,74,no,0,0
84360,6,501,304,no,0,0
84361,6,424,955,no,0,0
84362,2,178,982,no,0,0
84363,4,997,74,no,0,0
84364,11,372,389,no,0,0
84365,34,1277,305,no,0,0
84366,4,383,100,no,0,0
84367,5,277,74,no,0,0
84368,4,366,837,no,0,0
84369,1,159,1044,no,0,0
84371,3,466,725,no,0,0
84372,2,58,802,no,0,0
84373,2,325,722,no,0,0
84374,1,17,494,no,0,0
84375,1,79,438,no,0,0
84376,1,189,435,no,0,0
84377,3,144,212,no,0,0
84378,1,35,199,no,0,0
84379,13,1111,493,no,0,0
84380,10,259,59,no,0,0
84381,4,132,431,no,0,0
84382,5,173,487,no,0,0
84383,1,144,1011,no,0,0
84384,3,397,309,no,0,0
84385,8,539,267,no,0,0
84386,8,578,227,no,0,0
84387,9,558,140,no,0,0
84388,15,376,458,no,0,0
84389,4,293,349,no,0,0
84390,4,80,683,no,0,0
84391,4,498,893,no,0,0
84392,2,115,911,no,0,0
84393,2,178,715,no,0,0
84394,1,49,877,no,0,0
84395,1,29,668,no,0,0
84396,2,92,196,no,0,0
84397,2,273,470,no,0,0
84398,1,22,574,no,0,0
84399,1,407,430,no,0,0
84400,1,29,424,no,0,0
84401,2,68,24,no,0,0
84402,1,139,304,no,0,0
84403,1,39,11,no,0,0
84404,2,148,53,no,0,0
84405,4,466,295,no,0,0
84406,8,338,869,no,0,0
84407,16,1086,214,no,0,0
84408,16,1359,219,no,0,0
84409,6,341,270,no,0,0
84410,6,412,878,no,0,0
84411,1,26,155,no,0,0
84413,3,207,667,no,0,0
84414,1,19,287,no,0,0
84415,1,119,235,no,0,0
84416,9,418,430,no,0,0
84417,3,571,136,no,0,0
84418,11,339,134,no,0,0
84419,19,6998,7,no,0,0
84420,1,229,448,no,0,0
84421,1,39,282,no,0,0
84422,1,368,148,no,0,0
84423,3,128,135,no,0,0
84424,3,408,478,no,0,0
84425,1,164,980,no,0,0
84426,6,396,858,no,0,0
84427,5,275,81,no,0,0
84428,3,457,1005,no,0,0
84429,3,49,154,no,0,0
84430,10,505,168,no,0,0
84431,1,99,575,no,0,0
84432,3,308,437,no,0,0
84433,1,119,357,no,0,0
84434,1,139,1010,no,0,0
84435,1,27,984,no,0,0
84436,1,49,962,no,0,0
84437,1,149,644,no,0,0
84438,3,196,981,no,0,0
84439,10,691,189,no,0,0
84440,8,603,67,no,0,0
84441,2,96,596,no,0,0
84442,4,460,93,no,0,0
84443,5,405,708,no,0,0
84444,1,139,32,no,0,0
84445,3,666,499,no,0,0
84446,1,59,554,no,0,0
84447,1,22,147,no,0,0
84448,2,213,44,no,0,0
84449,38,4151,7,no,0,0
84450,10,621,660,no,0,0
84451,6,508,353,no,0,0
84452,8,917,10,no,0,0
84453,3,318,819,no,0,0
84454,1,234,910,no,0,0
84455,1,139,381,no,0,0
84456,1,79,368,no,0,0
84457,1,49,39,no,0,0
84458,8,216,37,no,0,0
84459,14,492,80,no,0,0
84460,8,218,478,no,0,0
84461,6,414,140,no,0,0
84462,9,962,459,no,0,0
84463,2,126,57,no,0,0
84464,1,289,809,no,0,0
84465,1,119,750,no,0,0
84466,1,209,749,no,0,0
84467,1,99,725,no,0,0
84468,1,79,669,no,0,0
84469,4,262,592,no,0,0
84470,2,78,534,no,0,0
84471,1,14,576,no,0,0
84472,1,89,39,no,0,0
84473,16,1276,77,no,0,0
84474,1,99,1099,no,0,0
84475,2,85,969,no,0,0
84476,1,79,277,no,0,0
84477,3,267,716,no,0,0
84478,11,1139,172,no,0,0
84479,6,449,802,no,0,0
84480,3,366,710,no,0,0
84481,1,119,771,no,0,0
84482,2,158,212,no,0,0
84483,1,35,476,no,0,0
84484,1,29,298,no,0,0
84485,1,33,213,no,0,0
84486,1,27,178,no,0,0
84487,17,722,499,no,0,0
84488,1,189,970,no,0,0
84489,1,24,848,no,0,0
84490,8,409,16,no,0,0
84491,5,516,519,no,0,0
84492,1,114,351,no,0,0
84494,9,268,487,no,0,0
84495,3,347,927,no,0,0
84496,7,2443,973,no,0,0
84497,10,630,389,no,0,0
84498,3,287,24,no,0,0
84499,1,39,665,no,0,0
84500,1,39,450,no,0,0
84501,18,936,48,no,0,0
84502,5,740,249,no,0,0
84503,4,124,182,no,0,0
84504,3,269,917,no,0,0
84505,1,79,548,no,0,0
84506,1,124,380,no,0,0
84508,1,369,696,no,0,0
84509,1,59,641,no,0,0
84510,3,318,147,no,0,0
84511,13,702,1101,no,0,0
84512,2,82,67,no,0,0
84513,5,615,409,no,0,0
84514,2,68,375,no,0,0
84515,1,169,760,no,0,0
84516,1,169,499,no,0,0
84517,4,473,18,no,0,0
84518,1,39,373,no,0,0
84519,30,1312,378,no,0,0
84520,9,260,1107,no,0,0
84521,2,73,637,no,0,0
84522,4,116,696,no,0,0
84523,4,286,905,no,0,0
84524,4,374,1,no,0,0
84525,3,462,668,no,0,0
84526,1,59,480,no,0,0
84527,1,105,472,no,0,0
84528,1,82,211,no,0,0
84529,2,51,198,no,0,0
84530,1,49,17,no,0,0
84531,8,532,29,no,0,0
84532,6,524,547,no,0,0
84533,1,169,1043,no,0,0
84534,9,693,353,no,0,0
84535,3,697,275,no,0,0
84536,1,39,681,no,0,0
84537,1,202,662,no,0,0
84538,2,363,470,no,0,0
84539,1,124,322,no,0,0
84540,1,29,203,no,0,0
84541,1,107,120,no,0,0
84542,1,220,43,no,0,0
84543,1,109,1005,no,0,0
84544,2,157,697,no,0,0
84545,1,13,513,no,0,0
84546,7,218,44,no,0,0
84547,1,229,646,no,0,0
84548,5,402,357,no,0,0
84549,3,193,485,no,0,0
84550,6,440,25,no,0,0
84551,1,99,780,no,0,0
84552,9,606,599,no,0,0
84553,12,1947,284,no,0,0
84554,5,590,371,no,0,0
84555,2,308,1093,no,0,0
84556,1,194,1022,no,0,0
84557,2,79,857,no,0,0
84558,4,482,65,no,0,0
84559,1,134,861,no,0,0
84560,2,178,756,no,0,0
84562,1,99,562,no,0,0
84563,4,536,16,no,0,0
84564,1,179,485,no,0,0
84565,1,107,396,no,0,0
84566,2,90,290,no,0,0
84567,1,79,183,no,0,0
84568,20,1589,74,no,0,0
84569,8,350,95,no,0,0
84570,9,1202,402,no,0,0
84571,9,797,196,no,0,0
84572,2,118,814,no,0,0
84573,3,143,668,no,0,0
84574,6,238,53,no,0,0
84575,3,123,1065,no,0,0
84576,2,398,1143,no,0,0
84577,1,184,207,no,0,0
84578,1,188,891,no,0,0
84579,1,53,814,no,0,0
84580,2,77,416,no,0,0
84581,2,358,45,no,0,0
84582,5,138,7,no,0,0
84583,1,19,604,no,0,0
84584,1,99,571,no,0,0
84585,5,490,324,no,0,0
84586,3,250,492,no,0,0
84587,2,165,487,no,0,0
84588,2,58,361,no,0,0
84589,1,109,325,no,0,0
84590,1,49,72,no,0,0
84591,11,1248,295,no,0,0
84592,1,31,522,no,0,0
84593,1,188,106,no,0,0
84594,3,447,1036,no,0,0
84595,9,670,136,no,0,0
84596,6,356,522,no,0,0
84597,7,614,368,no,0,0
84598,2,118,1043,no,0,0
84599,3,366,451,no,0,0
84600,8,518,39,no,0,0
84601,5,700,364,no,0,0
84602,3,413,661,no,0,0
84603,2,91,246,no,0,0
84604,1,53,492,no,0,0
84605,1,89,374,no,0,0
84606,1,14,309,no,0,0
84607,1,7,303,no,0,0
84608,1,35,189,no,0,0
84609,2,228,133,no,0,0
84610,1,299,87,no,0,0
84611,3,267,107,no,0,0
84612,15,1069,387,no,0,0
84613,2,63,753,no,0,0
84614,41,1973,8,no,0,0
84615,4,342,1047,no,0,0
84616,8,178,36,no,0,0
84617,6,549,886,no,0,0
84618,4,119,976,no,0,0
84619,7,751,939,no,0,0
84620,11,1463,135,no,0,0
84621,2,188,981,no,0,0
84622,4,201,744,no,0,0
84623,2,106,723,no,0,0
84624,4,220,200,no,0,0
84625,3,96,870,no,0,0
84626,1,89,871,no,0,0
84627,7,336,21,no,0,0
84628,2,108,441,no,0,0
84629,3,227,547,no,0,0
84630,1,109,610,no,0,0
84631,1,49,597,no,0,0
84632,2,218,591,no,0,0
84633,1,44,455,no,0,0
84634,1,49,395,no,0,0
84635,1,59,353,no,0,0
84636,45,2518,37,no,0,0
84637,6,534,429,no,0,0
84639,1,119,567,no,0,0
84640,2,151,127,no,0,0
84641,4,41,81,no,0,0
84642,2,208,193,no,0,0
84643,17,463,641,no,0,0
84644,8,397,617,no,0,0
84645,6,553,561,no,0,0
84646,2,103,22,no,0,0
84647,13,1045,156,no,0,0
84648,6,479,123,no,0,0
84649,3,400,836,no,0,0
84650,1,49,1089,no,0,0
84651,1,129,892,no,0,0
84652,2,183,787,no,0,0
84653,1,14,788,no,0,0
84654,1,39,725,no,0,0
84655,3,87,592,no,0,0
84656,1,179,596,no,0,0
84657,1,129,549,no,0,0
84658,2,149,434,no,0,0
84659,1,69,428,no,0,0
84660,1,89,385,no,0,0
84661,1,279,287,no,0,0
84662,1,129,39,no,0,0
84663,36,1381,81,no,0,0
84664,7,541,154,no,0,0
84665,3,437,214,no,0,0
84666,9,235,786,no,0,0
84667,6,402,648,no,0,0
84668,10,496,58,no,0,0
84669,2,189,627,no,0,0
84670,1,124,940,no,0,0
84671,2,264,856,no,0,0
84672,1,152,835,no,0,0
84673,1,61,820,no,0,0
84674,2,223,105,no,0,0
84675,1,149,703,no,0,0
84676,1,39,546,no,0,0
84677,1,49,520,no,0,0
84678,1,139,386,no,0,0
84679,3,162,314,no,0,0
84680,1,119,46,no,0,0
84681,1,189,763,no,0,0
84682,1,119,387,no,0,0
84683,1,59,324,no,0,0
84684,2,38,385,no,0,0
84685,3,86,135,no,0,0
84686,1,11,154,no,0,0
84687,10,1227,21,no,0,0
84688,4,196,737,no,0,0
84689,12,816,79,no,0,0
84690,4,487,25,no,0,0
84691,6,289,32,no,0,0
84692,2,138,347,no,0,0
84693,1,43,269,no,0,0
84694,4,241,463,no,0,0
84695,1,207,970,no,0,0
84696,4,150,429,no,0,0
84697,1,54,767,no,0,0
84698,1,99,749,no,0,0
84699,7,916,658,no,0,0
84700,1,129,568,no,0,0
84701,1,49,547,no,0,0
84702,1,49,367,no,0,0
84703,15,1169,63,no,0,0
84705,1,49,53,no,0,0
84706,2,188,28,no,0,0
84707,1,19,1065,no,0,0
84708,1,53,506,no,0,0
84709,8,278,297,no,0,0
84710,1,79,875,no,0,0
84711,2,154,611,no,0,0
84712,2,155,154,no,0,0
84713,1,24,403,no,0,0
84714,2,853,241,no,0,0
84715,7,1297,724,no,0,0
84716,1,27,939,no,0,0
84717,1,79,626,no,0,0
84718,1,94,899,no,0,0
84719,1,110,620,no,0,0
84720,2,521,148,no,0,0
84721,3,305,322,no,0,0
84722,2,258,1038,no,0,0
84723,5,207,337,no,0,0
84724,1,59,315,no,0,0
84725,22,2025,499,no,0,0
84726,5,510,385,no,0,0
84727,34,1495,21,no,0,0
84728,6,361,547,no,0,0
84729,4,232,1026,no,0,0
84730,3,294,487,no,0,0
84731,1,29,1019,no,0,0
84732,1,64,739,no,0,0
84733,1,116,473,no,0,0
84734,1,209,392,no,0,0
84735,1,67,74,no,0,0
84736,18,487,662,no,0,0
84737,25,1788,199,no,0,0
84739,1,54,659,no,0,0
84740,13,1343,326,no,0,0
84741,2,718,45,no,0,0
84742,1,12,1092,no,0,0
84743,3,337,799,no,0,0
84744,2,38,526,no,0,0
84745,1,9,499,no,0,0
84746,2,158,329,no,0,0
84747,1,443,226,no,0,0
84748,2,74,249,no,0,0
84749,195,10008,127,no,0,0
84750,29,1244,498,no,0,0
84751,5,567,43,no,0,0
84752,1,71,827,no,0,0
84753,3,211,122,no,0,0
84754,1,199,427,no,0,0
84755,3,247,252,no,0,0
84756,3,78,100,no,0,0
84757,1,74,569,no,0,0
84758,2,170,277,no,0,0
84759,11,1309,774,no,0,0
84760,8,249,725,no,0,0
84761,4,322,592,no,0,0
84762,7,673,18,no,0,0
84763,2,146,276,no,0,0
84764,1,134,765,no,0,0
84765,2,183,119,no,0,0
84766,1,154,676,no,0,0
84767,2,103,533,no,0,0
84768,2,137,553,no,0,0
84769,1,39,527,no,0,0
84770,1,24,323,no,0,0
84771,1,119,116,no,0,0
84772,1,19,81,no,0,0
84773,4,182,144,no,0,0
84774,3,122,1031,no,0,0
84775,11,812,198,no,0,0
84776,4,549,492,no,0,0
84777,2,178,80,no,0,0
84778,2,158,381,no,0,0
84779,2,126,683,no,0,0
84780,1,29,745,no,0,0
84781,1,74,417,no,0,0
84782,2,229,408,no,0,0
84783,1,107,319,no,0,0
84784,4,105,753,no,0,0
84785,17,742,724,no,0,0
84786,6,460,1065,no,0,0
84787,2,204,350,no,0,0
84788,1,12,402,no,0,0
84789,18,1029,91,no,0,0
84790,12,507,316,no,0,0
84791,2,100,514,no,0,0
84792,3,318,823,no,0,0
84793,1,79,673,no,0,0
84794,1,34,646,no,0,0
84795,1,29,23,no,0,0
84796,8,895,548,no,0,0
84797,2,188,989,no,0,0
84798,2,203,234,no,0,0
84799,1,86,274,no,0,0
84800,1,71,122,no,0,0
84801,10,776,276,no,0,0
84802,10,479,521,no,0,0
84803,1,29,1089,no,0,0
84804,11,877,185,no,0,0
84805,4,418,95,no,0,0
84806,2,315,847,no,0,0
84807,1,14,753,no,0,0
84808,1,69,742,no,0,0
84809,4,219,53,no,0,0
84810,1,35,508,no,0,0
84811,1,47,135,no,0,0
84812,14,991,102,no,0,0
84813,22,753,16,no,0,0
84814,6,415,417,no,0,0
84815,1,35,1089,no,0,0
84816,1,149,779,no,0,0
84817,11,203,407,no,0,0
84818,2,218,942,no,0,0
84819,2,18,959,no,0,0
84820,1,57,977,no,0,0
84821,4,373,115,no,0,0
84822,1,94,735,no,0,0
84823,1,69,569,no,0,0
84824,2,402,492,no,0,0
84825,1,69,205,no,0,0
84826,4,786,18,no,0,0
84827,9,949,385,no,0,0
84828,5,68,81,no,0,0
84829,1,59,627,no,0,0
84830,1,49,458,no,0,0
84831,7,1515,204,no,0,0
84832,11,759,373,no,0,0
84833,2,164,1101,no,0,0
84834,1,49,996,no,0,0
84835,3,254,263,no,0,0
84836,3,497,466,no,0,0
84837,2,173,406,no,0,0
84838,4,838,35,no,0,0
84839,1,167,913,no,0,0
84840,1,59,753,no,0,0
84841,1,49,672,no,0,0
84842,2,295,392,no,0,0
84843,2,98,121,no,0,0
84844,1,17,284,no,0,0
84845,1,89,113,no,0,0
84846,1,29,57,no,0,0
84847,7,394,100,no,0,0
84848,5,404,960,no,0,0
84849,2,158,114,no,0,0
84850,1,78,826,no,0,0
84851,2,128,240,no,0,0
84852,21,501,266,no,0,0
84853,43,1258,227,no,0,0
84854,3,403,407,no,0,0
84855,96,3386,6,no,0,0
84856,8,339,148,no,0,0
84857,7,403,354,no,0,0
84858,11,772,227,no,0,0
84859,6,408,429,no,0,0
